symbol,name,currency,summary,category_group,category,exchange,mic
20OJ.Z,STXE 600 EX UK ENE.GR EO,,"The STXE 600 EX UK ENE.GR EO Index tracks the performance of energy companies within the STOXX Europe 600 Index, excluding companies from the United Kingdom, using a gross return methodology. It represents the euro-denominated version of this sector-specific index. The index serves as a benchmark for investments focused on energy companies in Europe, excluding the UK.",Energy,Energy,ZRH,XSWX
20OK.Z,STX A/P 600 IND.C.S.NR EO,,"The STX A/P 600 IND.C.S.NR EO Index tracks the performance of companies within the construction and materials sector from the STX Asia/Pacific 600 Index, using a net return methodology. It represents the euro-denominated version of this sector-specific index. The index serves as a benchmark for investments focused on construction and materials companies in the Asia/Pacific region.",Materials,Materials,ZRH,XSWX
20ON.Z,IST.GLO.FINTECH 30 GR DL,,"The IST.GLO.FINTECH 30 GR DL Index tracks the performance of the 30 largest Fintech companies globally, using a gross return methodology. It represents the Deutsche Mark denominated version of this specialized index. The index serves as a benchmark for investments focused on the Fintech sector globally.",Financials,Technology,ZRH,XSWX
20OP.Z,STX GL.1800 E.E.PCD+GS.,,,Equities,Equities,ZRH,XSWX
20OU.Z,STX USA 900 IN.RE.E.GR EO,,"The STX USA 900 IN.RE.E.GR EO Index tracks the performance of companies in the real estate sector from the STX USA 900 Index, using a gross return methodology. It represents the euro-denominated version of this sector-specific index. The index serves as a benchmark for investments focused on real estate companies in the US.",Real Estate,Real Estate Services,ZRH,XSWX
20OW.Z,STX EAS.EU. 300 ENE.PR DL,,"The STX EAS.EU. 300 ENE.PR DL Index tracks the performance of energy sector companies within the STXE Europe 300 Index, using a price return methodology. It focuses on companies specifically within the European economic area and is denominated in Deutsche Mark. The index is designed for investors seeking exposure to the energy sector in Europe.",Energy,Energy,ZRH,XSWX
20OX.Z,ESTX TMI CONS.DIS..PR DL,,"The ESTX TMI CONS.DIS..PR DL Index tracks the performance of companies in the consumer discretionary sector within the STXE Total Market Index (TMI), using a price return methodology. It covers companies providing goods and services related to leisure, entertainment, and consumer durables, and is denominated in Deutsche Mark. The index serves as a benchmark for investments focused on consumer discretionary companies in Europe.",Consumer Discretionary,Consumer Discretionary,ZRH,XSWX
2311.Z,STX USA 900 IND.C.S.NR EO,,"The STX USA 900 IND.C.S.NR EO Index tracks the performance of companies within the construction and materials sector from the STX USA 900 Index, using a net return methodology. It represents the euro-denominated version of this sector-specific index. The index serves as a benchmark for investments focused on construction and materials companies in the US.",Materials,Materials,ZRH,XSWX
2312.Z,STX EU.TMI RE.ES. NR EO,,"The STX EU.TMI RE.ES. NR EO Index tracks the performance of companies in the real estate sector within the STOXX Europe Total Market Index (TMI), using a net return methodology. It focuses on companies specifically within the European economic area. The index is designed for investors seeking exposure to the real estate sector in Europe.",Real Estate,Real Estate Services,ZRH,XSWX
2314.Z,ESTX FO.BE.+TO.NR EO,,"The ESTX FO.BE.+TO.NR EO Index tracks the performance of food, beverage, and tobacco companies within the Eurostoxx index, using a net return methodology. It represents the euro-denominated version of this sector-specific index. The index serves as a benchmark for investments focused on food, beverage and tobacco companies in Europe.",Consumer Staples,Consumer Staples,ZRH,XSWX
2316.Z,IS.GL.EL.V.+D.TE.30 GR EO,,,,,ZRH,XSWX
2318.Z,STX EU.TMI CONS.ST.GR DL,,"The STX EU.TMI CONS.ST.GR DL Index tracks the performance of companies in the consumer staples sector within the STOXX Europe Total Market Index (TMI), using a gross return methodology. It covers companies providing essential goods and services for daily use, and is denominated in Deutsche Mark. The index serves as a benchmark for investments focused on consumer staples companies in Europe.",Consumer Staples,Consumer Staples,ZRH,XSWX
2319.Z,STX CAN.240 IND.C.S.PR CD,,"The STX CAN.240 IND.C.S.PR CD Index tracks the performance of companies within the construction and materials sector from the STX Canada 240 Index, using a price return methodology. It is denominated in Canadian dollars. The index serves as a benchmark for investments focused on construction and materials companies in Canada.",Materials,Materials,ZRH,XSWX
231C.Z,ST.EU.600 IN.N.AX S.GR EO,,"The ST.EU.600 IN.N.AX S.GR EO Index represents a sector-specific version of the STOXX Europe 600 index, focusing on the retail sector. The index utilizes a gross return methodology and is denominated in Euro. It serves as a benchmark for investments focused on retail companies in Europe.",Consumer Discretionary,Consumer Discretionary,ZRH,XSWX
231D.Z,STX GL.3000 F.B.+T.PR DL,,"The STX GL.3000 F.B.+T.PR DL Index tracks the performance of food, beverage, and tobacco companies within the STX Global 3000 Index, while applying a price return methodology. It is denominated in Deutsche Mark. The index serves as a benchmark for investments focused on food, beverage and tobacco companies within a global context.",Consumer Staples,Consumer Staples,ZRH,XSWX
231F.Z,STX A/P 600 IN.RE.E.NR EO,,"The STX A/P 600 IN.RE.E.NR EO Index tracks the performance of companies in the real estate sector from the STX Asia/Pacific 600 Index, using a net return methodology. It represents the euro-denominated version of this sector-specific index. The index serves as a benchmark for investments focused on real estate companies in the Asia/Pacific region.",Real Estate,Real Estate Services,ZRH,XSWX
231G.Z,STXE 600 OPT.ENE.P R EO,,,Energy,Energy,ZRH,XSWX
231I.Z,ST.US.500 IN.N.AX Q.PR DL,,"The ST.US.500 IN.N.AX Q.PR DL Index tracks the performance of companies in the real estate sector within the STOXX US 500 Index, using a price return methodology. It is denominated in Deutsche Mark. The index serves as a benchmark for investments focused on real estate companies in the US.",Real Estate,Real Estate Services,ZRH,XSWX
231J.Z,STX GL.3000 IND.C.D.NR DL,,"The STX GL.3000 IND.C.D.NR DL Index tracks the performance of companies within the construction and materials sector from the STX Global 3000 Index, while applying a net return methodology. It is denominated in Deutsche Mark. The index serves as a benchmark for investments focused on construction and materials companies within a global context.",Materials,Materials,ZRH,XSWX
231K.Z,STXE 600 EX UK ENE.PR EO,,"The STXE 600 EX UK ENE.PR EO Index tracks the performance of energy companies within the STOXX Europe 600 Index, excluding companies from the United Kingdom, using a price return methodology. It represents the euro-denominated version of this sector-specific index. The index serves as a benchmark for investments focused on energy companies in Europe, excluding the UK.",Energy,Energy,ZRH,XSWX
231P.Z,IST.GLO.FINTECH 30 PR EO,,"The IST.GLO.FINTECH 30 PR EO Index tracks the performance of the 30 largest Fintech companies globally, using a price return methodology. It represents the euro-denominated version of this specialized index. The index serves as a benchmark for investments focused on the Fintech sector globally.",Financials,Technology,ZRH,XSWX
231R.Z,STXE 600 CO.PRO.+SE.PR DL,,"The STXE 600 CO.PRO.+SE.PR DL Index tracks the performance of chemical companies within the STOXX Europe 600 Index, using a price return methodology. It is denominated in Deutsche Mark. The index serves as a benchmark for investments focused on chemical companies in Europe.",Materials,Materials,ZRH,XSWX
231S.Z,ESTX TM FO.BE.+TO.PR DL,,"The ESTX TM FO.BE.+TO.PR DL Index tracks the performance of food, beverage, and tobacco companies within the STOXX Total Market Index (TMI), using a price return methodology. It is denominated in Deutsche Mark. The index serves as a benchmark for investments focused on food, beverage and tobacco companies in Europe.",Consumer Staples,Consumer Staples,ZRH,XSWX
231V.Z,STX USA 900 IN.RE.E.PR EO,,"The STX USA 900 IN.RE.E.PR EO Index tracks the performance of companies in the real estate sector from the STX USA 900 Index, using a price return methodology. It represents the euro-denominated version of this sector-specific index. The index serves as a benchmark for investments focused on real estate companies in the US.",Real Estate,Real Estate Services,ZRH,XSWX
231X.Z,STX EAS.EU. 300 ENE.NR DL,,"The STX EAS.EU. 300 ENE.NR DL Index tracks the performance of energy sector companies within the STXE Europe 300 Index, using a net return methodology. It focuses on companies specifically within the European economic area and is denominated in Deutsche Mark. The index is designed for investors seeking exposure to the energy sector in Europe.",Energy,Energy,ZRH,XSWX
231Y.Z,ESTX TMI CONS.DIS..NR DL,,"The ESTX TMI CONS.DIS..NR DL Index tracks the performance of companies in the consumer discretionary sector within the STXE Total Market Index (TMI), using a net return methodology. It covers companies providing goods and services related to leisure, entertainment, and consumer durables, and is denominated in Deutsche Mark. The index serves as a benchmark for investments focused on consumer discretionary companies in Europe.",Consumer Discretionary,Consumer Discretionary,ZRH,XSWX
2745.DE,IN.IN.JPX-NI.400 EO HE.EO,EUR,,Equities,Equities,GER,XETR
2746.DE,IN.IN.JPX-NI.400 DL HE.DL,USD,,Equities,Equities,GER,XETR
274A.DE,IN.IS.GLB.HI.YD.CO.BD.USD,USD,,Fixed Income,Corporate Bonds,GER,XETR
274D.DE,I.XTRA.NIK.225 1D EO,EUR,,Derivatives,Trading,GER,XETR
274E.DE,I.XTRA.NIK.225 1D LS,GBP,,Derivatives,Trading,GER,XETR
274F.DE,I.XTRA.NIK.225 1D DL,USD,,Derivatives,Trading,GER,XETR
274I.DE,I.INV.MO.US EN.I.MLP A EO,EUR,,Energy,Energy,GER,XETR
274J.DE,I.INV.MO.US EN.I.MLP A DL,USD,,Energy,Energy,GER,XETR
274K.DE,I.XTRA.GER.M.MC.1D LS,GBP,,Derivatives,Trading,GER,XETR
274L.DE,INAV DB X.MSCI AC WLD.LS,GBP,,Equities,,GER,XETR
274P.DE,IN.NOM.NIK.225 EUR-HE.ETF,EUR,,Equities,,GER,XETR
274Q.DE,IN.NOM.NIK.225 EUR-HE.ETF,EUR,,Equities,,GER,XETR
274R.DE,IN.NOM.NIK.225 USD-HE.ETF,USD,,Equities,,GER,XETR
274U.DE,IN.IS.MSCI EU.EX-UK LS H,EUR,,Equities,,GER,XETR
274V.DE,IN.IS.MSCI EU.EX-UK LS H,CHF,,Equities,,GER,XETR
274W.DE,IN.IS.MSCI EU.EX-UK LS H,GBP,,Equities,,GER,XETR
274X.DE,IN.IS.MSCI EU.EX-UK LS H,JPY,,Equities,,GER,XETR
274Y.DE,IN.IS.MSCI EU.EX-UK LS H,USD,,Equities,,GER,XETR
2750.DE,IN.IS.GLB.HI.YD.CO.BD.JPY,JPY,,Fixed Income,,GER,XETR
2757.DE,IN.IS.GLB.HI.YD.CO.BD.EO,EUR,,Fixed Income,,GER,XETR
2758.DE,IN.IS.GLB.HI.YD.CO.BD.CHF,CHF,,Fixed Income,,GER,XETR
2759.DE,IN.IS.GLB.HI.YD.CO.BD.GBP,GBP,,Fixed Income,,GER,XETR
275C.DE,I.XTRA.MSCI W.IN.1C EO,EUR,"The index tracks the performance of large and mid-cap companies from developed markets globally, as defined by MSCI. It aims to represent 85% of the free float-adjusted market capitalization in each country. The index is calculated in EUR and reflects price changes as well as reinvested dividends.",Equities,,GER,XETR
275D.DE,I.XTRA.MSCI W.IN.1C DL,USD,"The index tracks the performance of large and mid-cap companies from developed markets globally, as defined by MSCI. It aims to represent 85% of the free float-adjusted market capitalization in each country. The index is calculated in USD and reflects price changes as well as reinvested dividends.",Equities,,GER,XETR
