symbol,name,base_currency,quote_currency,summary,exchange
CADXDR=X,CAD/XDR,CAD,XDR,"CAD/XDR represents the exchange rate between the Canadian Dollar (CAD) and the Special Drawing Rights (SDR). The SDR is an international reserve asset created by the International Monetary Fund (IMF) to supplement the official reserves of its member countries. It is a weighted average of several major currencies, including the US dollar, Euro, Chinese Renminbi, Japanese yen, and British pound.",CCY
CADXOF=X,CAD/XOF,CAD,XOF,CAD/XOF represents the exchange rate between the Canadian Dollar (CAD) and the West African CFA franc (XOF). It indicates how many West African CFA francs can be obtained for one Canadian Dollar. These exchange rates fluctuate based on economic and political factors.,CCY
CADXPF=X,CAD/XPF,CAD,XPF,CAD/XPF represents the exchange rate between the Canadian Dollar (CAD) and the CFP Franc (XPF). It shows how many CFP Francs one Canadian Dollar can purchase. Exchange rates depend on supply and demand in the foreign exchange market.,CCY
CADYER=X,CAD/YER,CAD,YER,,CCY
CADZAR=X,CAD/ZAR,CAD,ZAR,CAD/ZAR represents the exchange rate between the Canadian Dollar (CAD) and the South African Rand (ZAR). It signifies the number of South African Rands that can be purchased with one Canadian Dollar. Exchange rates are subject to economic factors and market sentiment.,CCY
CADZMW=X,CAD/ZMW,CAD,ZMW,CAD/ZMW represents the exchange rate between the Canadian Dollar (CAD) and the Zambian Kwacha (ZMW). It indicates how many Zambian Kwacha can be exchanged for one Canadian dollar. These rates fluctuate based on economic conditions and global market sentiment.,CCY
CAX=X,USD/CAX,USD,CAX,,CCY
CDF=X,USD/CDF,USD,CDF,The exchange rate between the US Dollar (USD) and the Congolese Franc (CDF). It signifies the amount of Congolese Francs one can obtain for one US dollar. The Democratic Republic of Congo uses the Congolese Franc as its official currency.,CCY
CDFBRX=X,CDF/BRX,CDF,BRX,,CCY
CHF=X,USD/CHF,USD,CHF,The exchange rate between the US Dollar (USD) and the Swiss Franc (CHF). It indicates how many Swiss Francs are needed to purchase one US dollar. Switzerland is known for its banking sector and financial stability.,CCY
CHFAED=X,CHF/AED,CHF,AED,CHF/AED represents the exchange rate between the Swiss Franc (CHF) and the United Arab Emirates Dirham (AED). It signifies how many UAE Dirhams can be exchanged for one Swiss Franc. This rate is influenced by the economic conditions of Switzerland and the UAE.,CCY
CHFAFN=X,CHF/AFN,CHF,AFN,CHF/AFN represents the exchange rate between the Swiss Franc (CHF) and the Afghan Afghani (AFN). It shows how many Afghan Afghanis one Swiss Franc can purchase. Currency exchange rates are influenced by economic factors.,CCY
CHFALL=X,CHF/ALL,CHF,ALL,CHF/ALL represents the exchange rate between the Swiss Franc (CHF) and the Albanian Lek (ALL). It indicates the amount of Albanian Lek that can be purchased with one Swiss Franc. These rates are determined by supply and demand in the foreign exchange market.,CCY
CHFAMD=X,CHF/AMD,CHF,AMD,CHF/AMD represents the exchange rate between the Swiss Franc (CHF) and the Armenian Dram (AMD). It specifies how many Armenian Dram can be exchanged for one Swiss Franc. The value is impacted by the economic conditions of Switzerland and Armenia.,CCY
CHFANG=X,CHF/ANG,CHF,ANG,CHF/ANG represents the exchange rate between the Swiss Franc (CHF) and the Netherlands Antillean Guilder (ANG). It signifies how many Netherlands Antillean Guilders one Swiss Franc can buy. These rates fluctuate based on market dynamics.,CCY
CHFAOA=X,CHF/AOA,CHF,AOA,CHF/AOA represents the exchange rate between the Swiss Franc (CHF) and the Angolan Kwanza (AOA). It shows the value of the Swiss Franc in terms of the Angolan Kwanza. Exchange rates are impacted by the economic conditions of both Switzerland and Angola.,CCY
CHFARS=X,CHF/ARS,CHF,ARS,CHF/ARS represents the exchange rate between the Swiss Franc (CHF) and the Argentine Peso (ARS). It signifies the quantity of Argentine Pesos that can be purchased with one Swiss Franc. The rate is impacted by the economic conditions of Switzerland and Argentina.,CCY
CHFAUD=X,CHF/AUD,CHF,AUD,CHF/AUD represents the exchange rate between the Swiss Franc (CHF) and the Australian Dollar (AUD). It shows the number of Australian Dollars that can be purchased with one Swiss Franc. These exchange rates fluctuate based on market conditions.,CCY
CHFAWG=X,CHF/AWG,CHF,AWG,CHF/AWG represents the exchange rate between the Swiss Franc (CHF) and the Aruban Florin (AWG). It indicates how many Aruban Florins can be purchased with one Swiss Franc. Currency exchange rates are affected by market forces.,CCY
CHFAZN=X,CHF/AZN,CHF,AZN,CHF/AZN represents the exchange rate between the Swiss Franc (CHF) and the Azerbaijani Manat (AZN). It specifies the quantity of Azerbaijani Manat one Swiss Franc can buy. These rates are influenced by the economic conditions of Switzerland and Azerbaijan.,CCY
CHFBAM=X,CHF/BAM,CHF,BAM,CHF/BAM represents the exchange rate between the Swiss Franc (CHF) and the Bosnia-Herzegovina Convertible Mark (BAM). It indicates how many Bosnia-Herzegovina Convertible Marks can be obtained for one Swiss Franc. Currency values fluctuate based on economic factors.,CCY
CHFBBD=X,CHF/BBD,CHF,BBD,CHF/BBD represents the exchange rate between the Swiss Franc (CHF) and the Barbadian Dollar (BBD). It indicates the number of Barbadian Dollars that can be purchased with one Swiss Franc. Currency exchange rates depend on the economic stability of each country.,CCY
CHFBDT=X,CHF/BDT,CHF,BDT,CHF/BDT represents the exchange rate between the Swiss Franc (CHF) and the Bangladeshi Taka (BDT). It indicates how many Bangladeshi Taka can be exchanged for one Swiss Franc. Exchange rates are influenced by market forces and economic conditions.,CCY
CHFBGN=X,CHF/BGN,CHF,BGN,CHF/BGN represents the exchange rate between the Swiss Franc (CHF) and the Bulgarian Lev (BGN). It specifies how many Bulgarian Leva can be obtained for one Swiss Franc. These rates are influenced by the economies of Switzerland and Bulgaria.,CCY
CHFBHD=X,CHF/BHD,CHF,BHD,CHF/BHD represents the exchange rate between the Swiss Franc (CHF) and the Bahraini Dinar (BHD). It shows how many Bahraini Dinars can be purchased with one Swiss Franc. This rate reflects the relative value of the two currencies.,CCY
CHFBIF=X,CHF/BIF,CHF,BIF,CHF/BIF represents the exchange rate between the Swiss Franc (CHF) and the Burundian Franc (BIF). It shows how many Burundian Francs can be purchased with one Swiss Franc. Exchange rates are impacted by various economic factors.,CCY
CHFBMD=X,CHF/BMD,CHF,BMD,"CHF/BMD represents the exchange rate between the Swiss Franc (CHF) and the Bermudian Dollar (BMD). Since the Bermudian Dollar is pegged to the U.S. Dollar at 1:1, this essentially represents the CHF/USD rate. Exchange rates fluctuate based on economic factors.",CCY
CHFBND=X,CHF/BND,CHF,BND,CHF/BND represents the exchange rate between the Swiss Franc (CHF) and the Brunei Dollar (BND). It shows how many Brunei Dollars can be obtained for one Swiss Franc. Exchange rates fluctuate depending on supply and demand.,CCY
CHFBOB=X,CHF/BOB,CHF,BOB,CHF/BOB represents the exchange rate between the Swiss Franc (CHF) and the Bolivian Boliviano (BOB). It shows how many Bolivian Bolivianos can be purchased with one Swiss Franc. Currency values are determined by economic factors.,CCY
CHFBRL=X,CHF/BRL,CHF,BRL,CHF/BRL represents the exchange rate between the Swiss Franc (CHF) and the Brazilian Real (BRL). It indicates the number of Brazilian Reais that can be purchased with one Swiss Franc. These currency values are influenced by market conditions.,CCY
CHFBRX=X,CHF/BRX,CHF,BRX,,CCY
CHFBSD=X,CHF/BSD,CHF,BSD,"CHF/BSD represents the exchange rate between the Swiss Franc (CHF) and the Bahamian Dollar (BSD). Since the Bahamian Dollar is pegged to the U.S. Dollar at 1:1, this effectively represents the CHF/USD rate. Currency values are determined by economic factors.",CCY
CHFBTN=X,CHF/BTN,CHF,BTN,,CCY
CHFBWP=X,CHF/BWP,CHF,BWP,CHF/BWP represents the exchange rate between the Swiss Franc (CHF) and the Botswanan Pula (BWP). It indicates the number of Botswanan Pula that can be purchased with one Swiss Franc. Exchange rates depend on economic factors.,CCY
CHFBYN=X,CHF/BYN,CHF,BYN,CHF/BYN represents the exchange rate between the Swiss Franc (CHF) and the Belarusian Ruble (BYN). It indicates how many Belarusian Rubles can be obtained for one Swiss Franc. These currency values fluctuate based on market dynamics.,CCY
CHFBZD=X,CHF/BZD,CHF,BZD,CHF/BZD represents the exchange rate between the Swiss Franc (CHF) and the Belize Dollar (BZD). It indicates the number of Belize Dollars that can be purchased with one Swiss Franc. The Belize Dollar is pegged to the U.S. Dollar at a fixed rate of 2:1.,CCY
CHFCAD=X,CHF/CAD,CHF,CAD,The exchange rate between the Swiss Franc (CHF) and the Canadian Dollar (CAD). It indicates how many Canadian Dollars are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and Canada.,CCY
CHFCAX=X,CHF/CAX,CHF,CAX,,CCY
CHFCDF=X,CHF/CDF,CHF,CDF,The exchange rate between the Swiss Franc (CHF) and the Congolese Franc (CDF). It indicates how many Congolese Francs are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and the Democratic Republic of Congo.,CCY
CHFCLP=X,CHF/CLP,CHF,CLP,The exchange rate between the Swiss Franc (CHF) and the Chilean Peso (CLP). It indicates how many Chilean Pesos are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and Chile.,CCY
CHFCNH=X,CHF/CNH,CHF,CNH,The exchange rate between the Swiss Franc (CHF) and the Chinese Yuan Renminbi (CNH) traded in the offshore market. It indicates how many offshore Chinese Yuan Renminbi are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and China.,CCY
CHFCNY=X,CHF/CNY,CHF,CNY,The exchange rate between the Swiss Franc (CHF) and the Chinese Yuan Renminbi (CNY) traded in the mainland market. It indicates how many mainland Chinese Yuan Renminbi are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and China.,CCY
CHFCOP=X,CHF/COP,CHF,COP,The exchange rate between the Swiss Franc (CHF) and the Colombian Peso (COP). It indicates how many Colombian Pesos are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and Colombia.,CCY
CHFCRC=X,CHF/CRC,CHF,CRC,The exchange rate between the Swiss Franc (CHF) and the Costa Rican Colón (CRC). It indicates how many Costa Rican Colóns are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and Costa Rica.,CCY
CHFCUP=X,CHF/CUP,CHF,CUP,The exchange rate between the Swiss Franc (CHF) and the Cuban Peso (CUP). It indicates how many Cuban Pesos are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and Cuba.,CCY
CHFCVE=X,CHF/CVE,CHF,CVE,The exchange rate between the Swiss Franc (CHF) and the Cape Verdean Escudo (CVE). It indicates how many Cape Verdean Escudos are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and Cape Verde.,CCY
CHFCZK=X,CHF/CZK,CHF,CZK,The exchange rate between the Swiss Franc (CHF) and the Czech Koruna (CZK). It indicates how many Czech Korunas are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and the Czech Republic.,CCY
CHFCZX=X,CHF/CZX,CHF,CZX,,CCY
CHFDJF=X,CHF/DJF,CHF,DJF,The exchange rate between the Swiss Franc (CHF) and the Djiboutian Franc (DJF). It indicates how many Djiboutian Francs are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and Djibouti.,CCY
CHFDKK=X,CHF/DKK,CHF,DKK,The exchange rate between the Swiss Franc (CHF) and the Danish Krone (DKK). It indicates how many Danish Krones are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and Denmark.,CCY
CHFDKX=X,CHF/DKX,CHF,DKX,,CCY
CHFDOP=X,CHF/DOP,CHF,DOP,The exchange rate between the Swiss Franc (CHF) and the Dominican Peso (DOP). It indicates how many Dominican Pesos are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and the Dominican Republic.,CCY
CHFDZD=X,CHF/DZD,CHF,DZD,The exchange rate between the Swiss Franc (CHF) and the Algerian Dinar (DZD). It indicates how many Algerian Dinars are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and Algeria.,CCY
CHFEGP=X,CHF/EGP,CHF,EGP,The exchange rate between the Swiss Franc (CHF) and the Egyptian Pound (EGP). It indicates how many Egyptian Pounds are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and Egypt.,CCY
CHFERN=X,CHF/ERN,CHF,ERN,The exchange rate between the Swiss Franc (CHF) and the Eritrean Nakfa (ERN). It indicates how many Eritrean Nakfas are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and Eritrea.,CCY
CHFETB=X,CHF/ETB,CHF,ETB,The exchange rate between the Swiss Franc (CHF) and the Ethiopian Birr (ETB). It indicates how many Ethiopian Birrs are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and Ethiopia.,CCY
CHFEUR=X,CHF/EUR,CHF,EUR,The exchange rate between the Swiss Franc (CHF) and the Euro (EUR). It indicates how many Euros are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and the Eurozone.,CCY
CHFFJD=X,CHF/FJD,CHF,FJD,The exchange rate between the Swiss Franc (CHF) and the Fijian Dollar (FJD). It indicates how many Fijian Dollars are needed to purchase one Swiss Franc. Currency exchange rates are influenced by various economic factors in Switzerland and Fiji.,CCY
