symbol,name,currency,summary,family,exchange
GFPXX,Goldman Sachs Financial Square Federal Fund,USD,"Goldman Sachs Financial Square Federal Fund invests primarily in securities issued or guaranteed by the U.S. government or its agencies and instrumentalities, and repurchase agreements secured by such securities. The fund seeks to maximize current income to the extent consistent with the preservation of capital and the maintenance of liquidity. Goldman Sachs Asset Management, based in New York City, manages the fund.",Goldman Sachs Trust,NAS
GFRXX,Goldman Sachs Financial Square Federal Fund,USD,"Goldman Sachs Financial Square Federal Fund invests primarily in securities issued or guaranteed by the U.S. government or its agencies and instrumentalities, and repurchase agreements secured by such securities. The fund seeks to maximize current income to the extent consistent with the preservation of capital and the maintenance of liquidity. Goldman Sachs Asset Management, based in New York City, manages the fund.",Goldman Sachs Trust,NAS
GFSXX,Federated Government Obligations Fund,USD,"Federated Government Obligations Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GFYXX,Federated Government Obligations Fund,USD,"Federated Government Obligations Fund seeks to provide current income consistent with stability of principal and liquidity by investing in a portfolio of U.S. government securities. The fund invests primarily in obligations issued or guaranteed as to principal and interest by the U.S. government, its agencies or instrumentalities. Federated Hermes, a global investment manager with headquarters in Pittsburgh, Pennsylvania, manages the fund.",Money Market Obligations Trust,NAS
GGDXX,General Government Securities Money Market,USD,General Government Securities Money Market invests in short-term U.S. government securities. The fund seeks current income while preserving capital and liquidity. Details about its specific management firm require additional context.,"General Government Securities Money Market Funds, Inc.",NAS
GGPXX,Goldman Sachs Financial Square Government Fund,USD,"Goldman Sachs Financial Square Government Fund seeks to maximize current income to the extent consistent with preservation of capital and liquidity by investing in government securities. The fund invests primarily in securities issued or guaranteed by the U.S. government or its agencies and repurchase agreements secured by such securities. It is managed by Goldman Sachs Asset Management, headquartered in New York City.",Goldman Sachs Trust,NAS
GGSXX,General Government Securities Money Market,USD,General Government Securities Money Market invests in short-term U.S. government securities. The fund seeks current income while preserving capital and liquidity. Details about its specific management firm require additional context.,"General Government Securities Money Market Funds, Inc.",NAS
GICXX,Goldman Sachs Financial Square Treasury Instruments Fund,USD,"Goldman Sachs Financial Square Treasury Instruments Fund invests primarily in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities, and cash. The fund aims to provide current income while maintaining liquidity and preserving capital. The fund is managed by Goldman Sachs Asset Management, based in New York.",Goldman Sachs Trust,NAS
GIPXX,Goldman Sachs Financial Square Treasury Instruments Fund,USD,"Goldman Sachs Financial Square Treasury Instruments Fund invests primarily in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities, and cash. The fund aims to provide current income while maintaining liquidity and preserving capital. The fund is managed by Goldman Sachs Asset Management, based in New York.",Goldman Sachs Trust,NAS
GIRXX,Goldman Sachs Financial Square Treasury Instruments Fund,USD,"Goldman Sachs Financial Square Treasury Instruments Fund invests primarily in U.S. Treasury securities, repurchase agreements collateralized by U.S. Treasury securities, and cash. The fund aims to provide current income while maintaining liquidity and preserving capital. The fund is managed by Goldman Sachs Asset Management, based in New York.",Goldman Sachs Trust,NAS
GMAXX,"BOFA FDS SRS TR, BOFA MA MUNICI",USD,,,NAS
GMBXX,"General Money Market Fund, Inc.",USD,"General Money Market Fund, Inc. seeks current income consistent with preservation of capital and liquidity by investing in a diversified portfolio of short-term money market instruments. The fund offers investors a convenient way to access the money market. The fund's exact management firm and location details require further research.",,NAS
GMCXX,Invesco U.S. Government Money Portfolio,USD,"Invesco U.S. Government Money Portfolio seeks to provide current income consistent with the preservation of capital and maintenance of liquidity by investing in U.S. government securities. The fund invests primarily in securities issued or guaranteed by the U.S. government or its agencies. Invesco, a global investment management firm headquartered in Atlanta, Georgia, manages the fund.",AIM Investment Secs Fds (Invesco Invt Secs Fds),NAS
GMGXX,"General Money Market Fund, Inc.",USD,"General Money Market Fund, Inc. seeks current income consistent with preservation of capital and liquidity by investing in a diversified portfolio of short-term money market instruments. The fund offers investors a convenient way to access the money market. The fund's exact management firm and location details require further research.",,NAS
GMHXX,"General Municipal Money Market Funds, Inc.",USD,"General Municipal Money Market Funds, Inc. invests in short-term municipal securities. The fund seeks to provide tax-exempt income while preserving capital and maintaining liquidity. The fund is part of a suite of funds managed to provide investors with options for various investment goals and risk tolerances.",,NAS
